City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,mabai,23.0128,104.4508,12.72,98,100,1.41,CN,1701707888
281,kargasok,59.0556,80.8572,-23.91,90,23,7.15,RU,1701707888
282,ilomantsi,62.6716,30.9328,-14.06,100,88,0.35,FI,1701707888
283,gebeit,21.0667,36.3167,24.05,62,12,6.04,SD,1701707888
284,berekum,7.4534,-2.584,30.21,43,4,0.49,GH,1701707888
285,tingi,-11.3,35.0333,19.91,83,82,1.96,TZ,1701707889
286,kristiansund,63.1115,7.732,-1.97,86,20,2.57,NO,1701707889
287,axim,4.8699,-2.2405,28.71,72,9,3.33,GH,1701707889
288,akureyri,65.6835,-18.0878,-9.04,92,40,1.54,IS,1701707889
289,tucuma,-0.1833,-50.05,28.76,68,99,2.91,BR,1701707777
290,baneasa,44.0461,26.0642,4.86,62,7,1.28,RO,1701707890
291,tazovsky,67.4667,78.7,-35.5,100,8,2.36,RU,1701707890
292,susuman,62.7833,148.1667,-36.12,100,100,0.89,RU,1701707890
293,hamina,60.5697,27.1979,-9.26,93,99,2.7,FI,1701707891
294,ketchikan,55.3422,-131.6461,8.26,76,100,7.72,US,1701707891
295,kanniyakumari,8.0833,77.5667,27.27,84,100,5.92,IN,1701707891
296,puerto armuelles,8.2833,-82.8667,29.99,68,72,1.34,PA,1701707891
297,glen innes,-29.7333,151.7333,11.42,98,59,1.5,AU,1701707891
298,veraval,20.9,70.3667,26.0,53,5,5.98,IN,1701707892
299,oranjemund,-28.55,16.4333,17.67,76,0,10.19,NA,1701707892
300,ancud,-41.8697,-73.8203,15.53,65,1,2.86,CL,1701707611
301,neiafu,-18.65,-173.9833,26.38,83,20,2.57,TO,1701707892
302,isangel,-19.55,169.2667,24.85,87,72,2.52,VU,1701707893
303,aberdeen,57.1437,-2.0981,6.27,81,75,3.6,GB,1701707604
304,smidovich,48.6,133.8167,-15.2,95,51,3.46,RU,1701707893
305,la passe,45.5549,-0.8967,12.13,69,12,10.73,FR,1701707893
306,vorkuta,67.5,64.0,-27.31,93,5,2.66,RU,1701707893
307,pandan,14.0453,124.1694,26.3,89,76,2.91,PH,1701707894
308,kotlas,61.2611,46.6556,-13.79,95,100,2.41,RU,1701707894
309,gudauta,43.1055,40.6207,15.42,67,69,1.34,GE,1701707894
310,conceicao do araguaia,-8.2578,-49.2647,35.08,40,100,0.57,BR,1701707895
311,greymouth,-42.4667,171.2,11.26,85,38,1.35,NZ,1701707895
312,fort mcmurray,56.7268,-111.381,-9.27,85,0,0.0,CA,1701707895
313,veseli nad luznici,49.1843,14.6973,-3.14,92,100,4.49,CZ,1701707895
314,northam,51.0333,-4.2167,7.36,89,100,11.05,GB,1701707895
315,nemuro,43.3236,145.575,3.35,74,5,5.59,JP,1701707896
316,ciudad madero,22.2667,-97.8333,23.92,68,75,0.0,MX,1701707896
317,nyurba,63.2842,118.3319,-46.71,99,69,1.92,RU,1701707604
318,santa elena de uairen,4.6167,-61.1333,30.48,34,6,2.74,VE,1701707896
319,ayr,55.4627,-4.6339,4.62,87,75,6.17,GB,1701707896
320,mugia,43.1041,-9.2179,12.87,60,14,6.48,ES,1701707897
321,huntsville,34.7304,-86.5861,14.75,61,0,6.69,US,1701707682
322,oruro,-17.9833,-67.15,18.27,45,40,3.09,BO,1701707897
323,same,-4.0667,37.7333,22.89,79,85,3.02,TZ,1701707897
324,argostolion,38.1811,20.489,16.04,72,20,4.63,GR,1701707898
325,usinsk,65.9939,57.5281,-22.74,98,48,4.92,RU,1701707899
326,meadow lakes,61.6247,-149.6011,-0.76,58,0,4.12,US,1701707899
327,antofagasta,-23.65,-70.4,20.6,63,7,4.3,CL,1701707899
328,rio grande,-32.035,-52.0986,24.06,59,84,8.12,BR,1701707899
329,iquique,-20.2208,-70.1431,22.02,65,1,3.29,CL,1701707899
330,itupiranga,-5.1347,-49.3267,31.18,52,83,0.18,BR,1701707900
331,papao,-17.75,-149.55,26.82,80,97,8.76,PF,1701707900
332,island harbour,50.724,-1.2758,9.62,94,100,1.34,GB,1701707900
333,yeppoon,-23.1333,150.7333,25.88,88,0,3.64,AU,1701707900
334,fiambala,-27.6871,-67.6149,21.67,43,0,5.25,AR,1701707901
335,suntar,62.1444,117.6319,-40.37,97,100,2.46,RU,1701707901
336,rengasdengklok,-6.1592,107.2981,27.26,78,100,1.53,ID,1701707901
337,lascano,-33.6667,-54.2,20.84,43,0,5.79,UY,1701707901
338,yenotayevka,47.2456,47.0281,6.66,65,100,4.43,RU,1701707902
339,inhambane,-23.865,35.3833,25.99,69,20,3.6,MZ,1701707902
340,bafq,31.6128,55.4107,15.71,20,47,0.79,IR,1701707902
341,afaahiti,-17.75,-149.2833,25.93,81,99,8.25,PF,1701707902
342,ataq,14.5377,46.8319,19.55,32,48,2.37,YE,1701707903
343,cabedelo,-6.9811,-34.8339,31.37,69,71,4.56,BR,1701707749
344,celestun,20.8667,-90.4,27.4,75,22,1.87,MX,1701707903
345,pecos,31.4229,-103.4932,10.46,42,0,0.0,US,1701707799
346,gizo,-8.103,156.8419,26.53,86,100,9.69,SB,1701707903
347,san pedro pochutla,15.7333,-96.4667,30.84,56,100,2.29,MX,1701707904
348,beledweyne,4.7358,45.2036,29.62,33,74,4.3,SO,1701707904
349,san ignacio,17.1561,-89.0714,27.08,83,0,3.09,BZ,1701707904
350,port douglas,-16.4833,145.4667,25.59,86,71,2.26,AU,1701707821
351,daru,-9.0763,143.2092,26.39,86,62,4.57,PG,1701707905
352,shahrak,34.1074,64.3052,3.36,19,0,1.15,AF,1701707905
353,lubang,13.8584,120.124,27.97,78,10,6.51,PH,1701707905
354,vernon,50.2581,-119.2691,1.45,90,100,2.06,CA,1701707685
355,nova sintra,14.8667,-24.7167,22.99,77,11,3.94,CV,1701707905
356,senillosa,-39.0,-68.4167,24.88,14,0,9.42,AR,1701707906
357,solleftea,63.1667,17.2667,-13.08,100,88,1.31,SE,1701707906
358,rudnya,54.947,31.0934,-5.7,96,99,3.73,RU,1701707906
359,inirida,3.8653,-67.9239,34.63,43,17,1.46,CO,1701707906
360,mahebourg,-20.4081,57.7,25.16,78,40,0.51,MU,1701707906
361,menongue,-14.6585,17.691,21.06,76,98,2.33,AO,1701707906
362,kerema,-7.9631,145.7785,25.65,88,100,0.87,PG,1701707907
363,valparaiso,-33.0393,-71.6273,20.0,55,0,6.17,CL,1701707743
364,mount gambier,-37.8333,140.7667,11.58,98,99,1.11,AU,1701707768
365,lagos,6.5833,3.75,31.18,71,0,3.01,NG,1701707571
366,greenbrier,36.4276,-86.8047,12.67,65,100,7.2,US,1701707908
367,karratha,-20.7377,116.8463,25.55,78,0,5.08,AU,1701707908
368,mahaddayweyne,2.9726,45.5347,25.75,65,50,6.48,SO,1701707908
369,holualoa,19.6228,-155.9522,24.37,78,20,3.6,US,1701707908
370,chulym,55.0997,80.9572,-20.53,93,85,2.13,RU,1701707908
371,shingu,33.7333,135.9833,8.04,60,100,1.95,JP,1701707909
372,peace river,56.2501,-117.286,-1.3,97,20,2.57,CA,1701707909
373,alexandria,31.2156,29.9553,20.9,67,99,3.3,EG,1701707773
374,odda,60.0691,6.5457,-2.9,97,18,1.88,NO,1701707909
375,sharan,54.8167,54.0,-6.4,89,94,7.74,RU,1701707909
376,boke,10.9409,-14.2967,34.14,36,95,0.7,GN,1701707909
377,tamanrasset,22.785,5.5228,23.95,13,0,2.06,DZ,1701707910
378,kayangel,8.0823,134.7173,28.58,79,76,6.54,PW,1701707910
379,weno,7.4515,151.8468,28.97,79,75,2.57,FM,1701707910
380,bikenibeu village,1.3673,173.1241,26.98,89,75,1.54,KI,1701707910
381,ranot,7.7777,100.3213,26.87,87,100,6.14,TH,1701707910
382,crane,31.3974,-102.3501,13.16,25,0,5.33,US,1701707910
383,kyabram,-36.3167,145.05,20.49,36,87,2.15,AU,1701707911
384,saint-joseph,-21.3667,55.6167,24.21,71,29,3.31,RE,1701707911
385,port shepstone,-30.7414,30.455,21.77,90,90,8.09,ZA,1701707911
386,tual,-5.6667,132.75,28.76,75,89,3.15,ID,1701707841
387,ust'-ilimsk,58.0006,102.6619,-10.87,93,100,5.36,RU,1701707751
388,puerto el triunfo,13.2833,-88.55,32.04,53,4,1.05,SV,1701707911
389,zarghun shahr,32.8473,68.4457,3.39,34,0,1.13,AF,1701707912
390,buala,-8.145,159.5921,27.13,86,99,8.76,SB,1701707912
391,noumea,-22.2763,166.4572,21.99,82,85,3.23,NC,1701707912
392,al kharijah,25.4514,30.5464,22.17,32,0,3.71,EG,1701707912
393,saint croix,17.7397,-64.7388,31.25,85,20,6.17,VI,1701707912
394,sao vicente,-23.9631,-46.3919,37.1,52,75,1.54,BR,1701707784
395,mahanoro,-19.9,48.8,23.29,77,3,1.0,MG,1701707913
396,marang,5.2056,103.2059,25.95,88,61,1.06,MY,1701707663
397,tamandare,-8.7597,-35.1047,29.36,66,69,5.04,BR,1701707914
398,auki,-8.7676,160.7034,25.43,93,100,3.21,SB,1701707914
399,guerrero negro,27.9769,-114.0611,20.37,40,0,0.95,MX,1701707843
400,chonchi,-42.6128,-73.8092,17.56,54,53,2.38,CL,1701707914
401,beau vallon,-20.4189,57.6953,25.13,78,40,0.51,MU,1701707914
402,luanda,-8.8368,13.2343,29.0,79,20,5.14,AO,1701707914
403,argo,37.6333,22.7333,15.99,86,100,2.79,GR,1701707915
404,sainte-adresse,49.5089,0.0845,10.24,93,100,4.12,FR,1701707915
405,colonia,50.9333,6.95,2.64,85,100,5.66,DE,1701707915
406,la oliva,28.6105,-13.9291,19.66,68,40,2.57,ES,1701707915
407,howrah,22.5892,88.3103,24.0,73,75,0.0,IN,1701707915
408,thinadhoo,0.5333,72.9333,28.2,75,80,1.8,MV,1701707915
409,castro-urdiales,43.3829,-3.2204,13.47,83,65,8.79,ES,1701707916
410,masterton,-40.9597,175.6575,12.71,98,100,1.04,NZ,1701707916
411,sierra grande,-41.606,-65.3557,25.1,9,0,7.96,AR,1701707916
412,agat village,13.3886,144.6585,27.52,90,20,4.12,GU,1701707916
413,lincoln,40.8,-96.667,3.89,93,0,0.0,US,1701707737
414,salamanca,40.8333,-6.0,9.88,75,79,3.77,ES,1701707820
415,tolna,46.4268,18.7825,-0.39,64,99,3.97,HU,1701707917
416,sur,22.5667,59.5289,24.97,66,0,5.53,OM,1701707917
417,tateyama,34.9833,139.8667,12.77,58,78,1.44,JP,1701707917
418,drayton valley,53.2168,-114.9854,-0.85,53,70,4.23,CA,1701707917
419,rumbek,6.802,29.6912,30.59,41,70,1.53,SS,1701707917
420,luwuk,-0.9516,122.7875,25.71,83,64,1.48,ID,1701707917
421,chabahar,25.2919,60.643,25.21,54,15,4.33,IR,1701707917
422,shemonaikha,50.6328,81.9056,-7.3,80,90,3.06,KZ,1701707918
423,grinnell,41.743,-92.7224,1.99,94,100,1.54,US,1701707918
424,altayskoye,51.9533,85.3325,-7.36,89,100,1.61,RU,1701707918
425,tozkhurmato,34.8905,44.6299,17.0,33,97,2.31,IQ,1701707918
426,nikolayevsk-on-amure,53.1406,140.73,-16.42,99,76,1.46,RU,1701707918
427,vuktyl,63.8567,57.3094,-13.27,95,100,2.68,RU,1701707919
428,kone,-21.0595,164.8658,23.17,86,79,1.68,NC,1701707919
429,quelimane,-17.8786,36.8883,26.97,74,20,4.63,MZ,1701707919
430,al jahra',29.3375,47.6581,21.46,33,0,4.32,KW,1701707919
431,tofol,5.3248,163.0078,27.08,83,100,6.46,FM,1701707919
432,peniche,39.3558,-9.3811,15.72,80,99,5.24,PT,1701707881
433,estherville,43.4016,-94.8328,-0.92,100,100,4.12,US,1701707920
434,hastings,50.8552,0.5729,8.84,51,100,4.61,GB,1701707920
435,el granada,37.5027,-122.4694,13.25,95,20,0.0,US,1701707920
436,makoua,0.0069,15.6333,22.98,95,98,1.73,CG,1701707920
437,ambanja,-13.6833,48.45,26.3,85,75,0.36,MG,1701707920
438,monrovia,6.3005,-10.7969,31.87,68,21,4.56,LR,1701707920
439,pisco,-13.7,-76.2167,20.03,83,100,4.63,PE,1701707921
440,ronne,55.1009,14.7066,0.95,86,75,6.17,DK,1701707921
441,kuqa,41.7278,82.9364,3.34,35,0,1.08,CN,1701707921
442,quang ngai,15.1167,108.8,24.1,91,98,1.82,VN,1701707921
443,muntok,-2.0667,105.1833,25.56,91,100,2.92,ID,1701707921
444,as suwayrah,32.9256,44.7758,18.69,28,49,3.05,IQ,1701707921
445,terrace,54.5163,-128.6035,2.95,100,100,1.54,CA,1701707922
446,labytnangi,66.6572,66.4183,-33.48,100,67,2.21,RU,1701707922
447,horta,38.5333,-28.6333,17.23,61,75,6.71,PT,1701707922
448,arinos,-15.9169,-46.1056,30.41,48,93,2.81,BR,1701707922
449,amherst,41.3978,-82.2224,4.67,83,100,3.09,US,1701707826
450,namibe,-15.1961,12.1522,24.49,82,94,3.35,AO,1701707922
451,dem'yanovo,60.3511,47.0842,-12.12,93,100,3.09,RU,1701707922
452,huaidian,33.4333,115.0333,8.18,68,0,3.23,CN,1701707922
453,yulinshi,38.2906,109.7494,0.73,39,0,2.1,CN,1701707923
454,chui,-33.6971,-53.4616,18.96,47,0,5.64,UY,1701707923
455,pathein,16.7833,94.7333,24.45,81,39,0.88,MM,1701707923
456,nazyvayevsk,55.5698,71.3529,-13.55,95,100,5.4,RU,1701707923
457,taroa,8.7058,171.2275,27.68,81,100,9.71,MH,1701707923
458,happy valley-goose bay,53.3168,-60.3315,-11.83,72,100,2.57,CA,1701707923
459,lockwood,45.8191,-108.4149,8.56,50,75,5.14,US,1701707923
460,pontes e lacerda,-15.2261,-59.3353,31.08,56,98,2.23,BR,1701707924
461,galliano,29.4422,-90.2992,21.0,56,0,5.14,US,1701707924
462,walvis bay,-22.9575,14.5053,23.53,53,29,5.14,NA,1701707924
463,sterling,39.0062,-77.4286,12.09,62,75,2.57,US,1701707887
464,callao,-12.0667,-77.15,25.4,73,100,2.57,PE,1701707924
465,fort st. john,56.2499,-120.8529,1.94,69,75,6.17,CA,1701707806
466,burutu,5.3509,5.5076,28.37,74,40,3.96,NG,1701707924
467,chibougamau,49.9168,-74.3659,-12.21,72,0,4.63,CA,1701707925
468,igarka,67.4667,86.5833,-39.3,99,23,2.41,RU,1701707925
469,newman,37.3138,-121.0208,10.72,77,99,0.69,US,1701707925
470,ambodifotatra,-16.9833,49.85,25.93,62,21,4.75,MG,1701707925
471,shiyan,32.6475,110.7781,10.29,71,0,2.0,CN,1701707925
472,tazacorte,28.629,-17.9293,21.54,94,40,2.24,ES,1701707925
473,bonthe,7.5264,-12.505,29.23,68,33,4.23,SL,1701707926
474,lampazos de naranjo,27.0167,-100.5167,20.92,36,18,3.25,MX,1701707926
475,rongelap,11.1635,166.8941,27.73,73,84,9.82,MH,1701707926
476,suez,29.9737,32.5263,22.41,39,0,3.28,EG,1701707926
477,novyy urgal,51.0736,132.5642,-17.09,99,94,0.8,RU,1701707926
478,terra santa,-2.1042,-56.4869,28.94,60,100,2.27,BR,1701707926
479,djidiouia,35.9299,0.8287,15.51,43,100,1.05,DZ,1701707691
480,morris,40.8334,-74.5329,9.57,70,75,4.12,US,1701707655
481,sarmiento,-45.5882,-69.07,19.95,28,5,3.1,AR,1701707927
482,fort bragg,35.139,-79.006,19.34,45,0,0.89,US,1701707870
483,aswan,24.0934,32.907,27.41,38,25,4.13,EG,1701707927
484,le puy-en-velay,45.0437,3.8852,4.85,95,93,3.52,FR,1701707927
485,tangwani,28.2787,68.9972,20.22,31,0,2.29,PK,1701707927
486,mermoz boabab,14.7065,-17.4758,34.31,70,0,5.14,SN,1701707927
487,longgang,37.6508,120.3286,6.85,52,83,1.94,CN,1701707927
488,ust'-kut,56.7938,105.7672,-6.98,92,100,6.26,RU,1701707928
489,catriel,-37.8791,-67.7956,25.76,18,0,10.71,AR,1701707928
490,shadegan,30.6497,48.6647,17.97,31,0,3.78,IR,1701707928
491,grande prairie,55.1667,-118.8027,-0.9,80,75,1.03,CA,1701707413
492,dunedin,-45.8742,170.5036,9.33,81,74,1.34,NZ,1701707928
493,nantucket,41.2835,-70.0995,11.08,70,0,6.17,US,1701707880
494,scituate,42.1959,-70.7259,11.34,81,0,2.06,US,1701707928
495,belyy yar,53.6039,91.3903,-9.06,53,0,7.0,RU,1701707929
496,isla mujeres,21.2311,-86.731,30.09,69,5,3.68,MX,1701707929
497,niamey,13.5137,2.1098,36.16,6,0,5.14,NE,1701707929
498,watsa,3.0372,29.5355,19.32,96,79,0.42,CD,1701707929
499,tataouine,32.9297,10.4518,14.0,45,42,0.38,TN,1701707929
500,myitkyina,25.3833,97.4,17.73,83,100,1.1,MM,1701707929
501,childress,34.4264,-100.204,8.14,36,0,2.57,US,1701707930
502,yugorsk,61.3133,63.3319,-20.62,88,100,4.13,RU,1701707930
503,sisteron,44.1876,5.9462,2.45,99,100,0.76,FR,1701707930
504,vilyuysk,63.7553,121.6247,-42.22,99,80,1.79,RU,1701707930
505,tshabong,-26.05,22.45,33.44,19,56,6.07,BW,1701707930
506,acapulco de juarez,16.8634,-99.8901,28.9,70,75,1.54,MX,1701707879
507,rawson,-43.3002,-65.1023,21.48,24,91,1.79,AR,1701707930
508,mount isa,-20.7333,139.5,26.87,39,1,3.6,AU,1701707931
509,bati,11.1833,40.0167,18.48,36,74,1.48,ET,1701707931
510,asenovgrad,42.0167,24.8667,3.84,87,100,3.09,BG,1701707931
511,nuuk,64.1835,-51.7216,-0.66,80,20,3.6,GL,1701707932
512,puerto deseado,-47.7503,-65.8938,15.92,49,13,4.42,AR,1701707932
513,palapye,-22.546,27.1251,30.03,11,41,4.56,BW,1701707932
514,turpan,42.9333,89.1667,2.91,44,71,1.51,CN,1701707932
515,perechyn,48.7333,22.4667,-1.58,91,100,1.64,UA,1701707932
516,beipiao,41.7919,120.7792,-2.66,61,0,1.34,CN,1701707932
517,nacala,-14.5428,40.6728,26.35,73,27,2.51,MZ,1701707933
518,praia da vitoria,38.7333,-27.0667,18.14,55,20,2.59,PT,1701707933
519,qingnian,36.8456,115.7117,4.91,31,0,1.77,CN,1701707933
520,saint-denis,48.9167,2.3333,10.04,92,100,6.69,FR,1701707933
521,doganyol,38.3118,39.0382,4.81,70,58,1.49,TR,1701707933
522,colonia menno,-22.3667,-59.8167,21.13,80,100,5.23,PY,1701707933
523,eraan,9.0629,117.7016,26.33,86,65,1.47,PH,1701707933
524,matthew town,20.95,-73.6667,27.58,66,14,4.8,BS,1701707934
525,saint-francois,46.4154,3.9054,9.8,69,100,5.66,FR,1701707934
526,yangju,37.8331,127.0617,3.63,60,99,1.35,KR,1701707934
527,sinop,41.7711,34.8709,8.06,95,97,2.03,TR,1701707934
528,harstad,68.799,16.5293,-1.03,94,100,4.02,NO,1701707934
529,filey,54.21,-0.2892,7.66,93,100,3.13,GB,1701707934
530,penhalonga,-18.8911,32.6978,19.76,41,3,2.52,ZW,1701707934
531,belawan,3.7755,98.6832,25.16,90,98,1.58,ID,1701707935
532,shimoda,34.6667,138.95,7.84,65,86,1.42,JP,1701707935
533,bairnsdale,-37.8333,147.6167,16.7,93,85,2.2,AU,1701707935
534,petukhovo,55.0692,67.9019,-7.94,95,100,7.56,RU,1701707935
535,dar es salaam,-6.8235,39.2695,27.21,78,20,1.54,TZ,1701707700
536,harper,4.375,-7.7169,28.3,74,20,3.6,LR,1701707935
537,dellys,36.9172,3.9131,16.46,48,100,3.63,DZ,1701707935
538,gonabad,34.3529,58.6837,12.27,23,0,1.4,IR,1701707936
539,jiazi,22.8779,116.067,17.24,78,84,3.55,CN,1701707936
540,mildura,-34.2,142.15,24.85,30,36,3.85,AU,1701707936
541,labuan,5.2767,115.2417,27.2,89,20,1.03,MY,1701707936
542,padang,-0.9492,100.3543,26.03,85,100,1.58,ID,1701707936
543,nevel',56.0209,29.9284,-12.94,99,98,1.2,RU,1701707936
544,mccook,40.2019,-100.6257,8.13,46,0,4.63,US,1701707937
545,rikaze,29.25,88.8833,-1.59,35,72,2.13,CN,1701707937
546,foley,30.4066,-87.6836,19.33,67,0,5.66,US,1701707937
547,mabaruma,8.2,-59.7833,28.89,72,11,2.9,GY,1701707937
548,palasa,18.7667,84.4167,22.64,89,100,2.87,IN,1701707937
549,i-n-salah,27.1935,2.4607,18.44,16,7,3.89,DZ,1701707937
550,sungailiat,-1.85,106.1333,25.61,85,100,1.94,ID,1701707937
551,madimba,-10.4,40.3333,25.68,88,65,2.85,TZ,1701707938
552,caleta de carquin,-11.0925,-77.6267,22.34,71,36,5.0,PE,1701707938
553,inarajan village,13.2736,144.7484,27.54,92,57,7.83,GU,1701707938
554,barcelos,41.5388,-8.6151,14.08,84,23,2.57,PT,1701707938
555,takaungu,-3.6837,39.8566,28.27,85,73,3.63,KE,1701707938
556,deniliquin,-35.5333,144.9667,23.12,31,52,3.59,AU,1701707780
557,sergeyevka,53.88,67.4158,-2.32,96,100,7.7,KZ,1701707938
558,suoyarvi,62.0833,32.35,-17.46,100,92,0.52,RU,1701707939
559,labrador city,52.9463,-66.9114,-15.05,78,100,2.06,CA,1701707939
560,the pas,53.8251,-101.2541,-7.99,93,100,0.0,CA,1701707939
561,fort frances,48.5999,-93.4003,1.12,82,70,1.54,CA,1701707665
562,ola,59.5833,151.2833,-26.65,92,73,3.87,RU,1701707939
563,aban,56.67,96.06,-18.81,83,100,8.24,RU,1701707939
564,ilhabela,-23.7781,-45.3581,27.96,71,32,1.88,BR,1701707939
565,safaga,26.7292,33.9365,24.94,59,1,0.28,EG,1701707940
